Area,BHK,Bathroom,Furnishing,Locality,Price,Transaction
3600.0,2,2.0,Semi-Furnished,"Chhattarpur carpet area 400 sqyrd status Ready to Move transaction New Property furnishing Semi-Furnished car parking 1 Covered, 1 Open bathroom 2 balcony 1 Newly Constructed Property It's a Ground floor Builder Floor Apartment in a building of total 4 floors. The Builder Floor Apartment is newly constructed. Prime facilities are easily accessible from this place with Oxford Angel Public School (0 km ). Other key neighbourhood are Abdul Gaffar Khan Market (0 km ). read more Contact Agent View Phone No. Share Feedback Home Hunt Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 4 Property Options in Chhattarpur CRISIL Rating Operating Since 2011 No of employees 5 Home Hunt Certified Agent Locality Superstar Chhattarpur 500+ Buyers Served",4500000,New_Property
1305.0,4,3.0,Unfurnished,"JVTS Gardens, Chhattarpur",5500000,New_Property
1800.0,3,4.0,Semi-Furnished,Chhattarpur,63000000,New_Property
950.0,3,2.0,Semi-Furnished,Chhattarpur,6990000,New_Property
800.0,2,2.0,Semi-Furnished,Chhattarpur,4400000,New_Property
1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase2,12500000,Resale
800.0,2,2.0,Semi-Furnished,Chhattarpur,3000000,New_Property
675.0,2,2.0,Semi-Furnished,Chhattarpur,2800000,New_Property
1175.0,3,3.0,Unfurnished,"JVTS Gardens, Chhattarpur",5000000,New_Property
1500.0,3,3.0,Unfurnished,Chhattarpur,6000000,Resale
810.0,2,2.0,Unfurnished,Chhattarpur,4500000,Resale
630.0,2,2.0,Unfurnished,Chhattarpur Enclave Phase2,2800000,Resale
650.0,2,2.0,Semi-Furnished,Chhattarpur,2500000,Resale
1800.0,4,4.0,Semi-Furnished,Chhattarpur Enclave Phase2,8500000,New_Property
725.0,2,2.0,Furnished,Chhattarpur,3000000,Resale
900.0,3,2.0,Semi-Furnished,Chhattarpur,4900000,New_Property
750.0,2,2.0,Unfurnished,Chhattarpur,3500000,New_Property
700.0,2,2.0,Semi-Furnished,Chhattarpur Enclave Phase2,3000000,New_Property
950.0,3,2.0,Semi-Furnished,Chhattarpur,7020000,New_Property
1600.0,3,4.0,Unfurnished,"DLF Chattarpur Farms, Chhattarpur",60000000,New_Property
900.0,2,2.0,Semi-Furnished,Chhattarpur,3500000,New_Property
1500.0,3,3.0,Semi-Furnished,Chhattarpur,7000000,New_Property
500.0,2,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,7000000,Resale
1035.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,4500000,New_Property
825.0,3,2.0,Semi-Furnished,"Aravali Tower, Chhattarpur",5990000,New_Property
1300.0,3,3.0,Semi-Furnished,Chhattarpur,4400000,New_Property
765.0,2,2.0,Unfurnished,Chhattarpur,2500000,New_Property
580.0,1,1.0,Semi-Furnished,Chhattarpur Enclave Phase2,1600000,New_Property
1750.0,3,3.0,Semi-Furnished,Chhattarpur Enclave Phase2,6500000,New_Property
650.0,2,2.0,Semi-Furnished,Mehrauli,2750000,Resale
405.0,1,1.0,Semi-Furnished,Mehrauli,1500000,New_Property
675.0,2,1.0,Unfurnished,Mehrauli,2200000,Resale
850.0,2,2.0,Semi-Furnished,Mehrauli,2800000,Resale
800.0,3,3.0,Semi-Furnished,Mehrauli,4500000,Resale
405.0,1,1.0,Furnished,Mehrauli,1800000,Resale
1350.0,3,3.0,Unfurnished,Mehrauli,8500000,New_Property
1350.0,3,3.0,Unfurnished,Mehrauli,8500000,New_Property
450.0,1,1.0,Unfurnished,Mehrauli,1700000,New_Property
1300.0,3,3.0,Semi-Furnished,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",7000000,New_Property
1050.0,3,2.0,Unfurnished,Mehrauli,5600000,New_Property
1675.0,4,3.0,Furnished,Mehrauli,13500000,Resale
1250.0,3,3.0,Unfurnished,Mehrauli,8500000,New_Property
1080.0,3,3.0,Unfurnished,Mehrauli,6000000,New_Property
1170.0,3,3.0,Unfurnished,"Andheria Mor, Mehrauli",7200000,New_Property
1250.0,3,2.0,Semi-Furnished,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,6500000,Resale
1500.0,3,3.0,Semi-Furnished,"Andheria Mor, Mehrauli",8400000,New_Property
1350.0,3,3.0,Unfurnished,Mehrauli,8500000,New_Property
855.0,2,2.0,Semi-Furnished,Mehrauli,4000000,Resale
540.0,1,1.0,Unfurnished,Mehrauli,1700000,Resale
1044.0983,3,2.0,Unfurnished,Mehrauli,6000000,Resale
405.0,1,1.0,Semi-Furnished,Mehrauli,1600000,Resale
500.0,1,2.0,Semi-Furnished,Mehrauli,2100000,Resale
450.0,1,1.0,Furnished,Mehrauli,1700000,Resale
405.0,1,1.0,Unfurnished,"Andheria Mor, Mehrauli",1500000,Resale
405.0,1,1.0,Unfurnished,Mehrauli,1200000,Resale
450.0,1,1.0,Unfurnished,"Brijwasi Colony, Mehrauli",1650000,Resale
173.0,2,2.0,Unfurnished,Mehrauli,3500000,Resale
1100.0,3,2.0,Unfurnished,Mehrauli,8500000,Resale
600.0,2,2.0,Unfurnished,Mehrauli,3200000,Resale
800.0,3,2.0,Semi-Furnished,Mahavir Enclave,4400000,New_Property
990.0,4,3.0,Unfurnished,Mahavir Enclave Part 1,7200000,New_Property
1100.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,7500000,New_Property
1100.0,3,2.0,Unfurnished,Mahavir Enclave,6500000,New_Property
527.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,3500000,Resale
1000.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,6500000,Resale
1000.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,6200000,Resale
450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,2500000,New_Property
600.0,2,2.0,Semi-Furnished,Mahavir Enclave,3000000,New_Property
950.0,3,2.0,Furnished,Mahavir Enclave Part 1,6000000,New_Property
855.0,3,2.0,Unfurnished,Mahavir Enclave Part 1,4800000,Resale
770.0,2,2.0,Semi-Furnished,Mahavir Enclave,3790000,New_Property
810.0,3,2.0,Semi-Furnished,Mahavir Enclave,4200000,New_Property
710.0,2,2.0,Unfurnished,Mahavir Enclave,2900000,Resale
950.0,3,2.0,Unfurnished,Mahavir Enclave Part 1,5000000,Resale
450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,2100000,New_Property
500.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,3200000,Resale
600.0,2,1.0,Semi-Furnished,Mahavir Enclave Part 1,3000000,Resale
420.0,1,1.0,Unfurnished,Mahavir Enclave Part 1,2300000,Resale
900.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,5900000,New_Property
945.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,5500000,Resale
565.0,2,2.0,Unfurnished,Mahavir Enclave carpet area 565 sqft status Ready to Move floor Ground out of 1 floor transaction Resale furnishing Unfurnished facing East car parking 1 Covered bathroom 2 balcony 1 ownership Freehold East Facing Property This Freehold Builder Floor Apartment is located at Ground floor in a building of total 1 floors. The age of construction for this apartment Builder Floor Apartment is Less than 5 years. High quality flooring of types Granite are available in different rooms. read more Contact Owner View Phone No. Share Feedback Owner Adesh Sah,3500000,Resale
450.0,2,1.0,Semi-Furnished,Mahavir Enclave Part 3,1700000,Resale
430.0,1,1.0,Unfurnished,Mahavir Enclave,1850000,New_Property
550.0,2,2.0,Unfurnished,Mahavir Enclave,2300000,Resale
810.0,3,2.0,Furnished,Mahavir Enclave,3800000,Resale
720.0,3,2.0,Semi-Furnished,Mahavir Enclave Part 1,4500000,Resale
360.0,2,1.0,Semi-Furnished,"Vijay Enclave, Mahavir Enclave",2200000,New_Property
820.0,3,2.0,Semi-Furnished,Mahavir Enclave,5200000,Resale
459.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 3,2200000,Resale
378.0,1,2.0,Unfurnished,"Narela Sector A1 carpet area 42 sqyrd status Ready to Move floor Ground out of 5 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Open bathroom 2 balcony 2 ownership Freehold Near bawana industrial area and j.j. colony. DDA Housing property LIG FLAT very nice property for single family 200 hundreds family already living IN THIS SOCIETY and very piece full atmosphere this society 24 hour guards all facility available read more Contact Owner View Phone No. Share Feedback Owner Vivek Gupta",1500000,Resale
450.0,1,1.0,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",2200000,Resale
900.0,2,2.0,Semi-Furnished,"DDA Flats Pocket 1 Sector A9, Narela",3800000,Resale
360.0,1,1.0,Unfurnished,"DDA Janta Flats, Tikri Khurd Sector B2, Narela",1800000,Resale
559.7228,2,2.0,Furnished,Narela,2850000,Resale
350.0,1,1.0,Unfurnished,Narela,2500000,Resale
365.0,1,1.0,Unfurnished,Narela,3500000,Resale
390.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",2000000,Resale
350.0,1,1.0,Unfurnished,"DDA Flats Pocket 3, Narela",3000000,Resale
210.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Narela",2000000,New_Property
50.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",3500000,New_Property
500.0,1,1.0,Unfurnished,"DDA Pocket H, Narela",1800000,Resale
350.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1600000,Resale
379.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1600000,Resale
236.8058,1,1.0,Unfurnished,Narela,2000000,Resale
445.0,1,1.0,Unfurnished,Narela Mandi,1500000,Resale
452.0838,2,1.0,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",3000000,Resale
350.0,1,1.0,Unfurnished,Narela,1490000,New_Property
437.0,1,1.0,Furnished,"DDA Lig Flats, Narela",3500000,New_Property
61.0,3,3.0,Unfurnished,"Bhorgarh, Narela",4000000,Resale
495.0,2,2.0,Unfurnished,Narela,1750000,Resale
900.0,2,2.0,Unfurnished,Narela Sector A9,4600000,Resale
350.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Narela",1800000,Resale
585.0,2,2.0,Unfurnished,Narela,1900000,Resale
198.0,1,1.0,Furnished,Narela Sector A5,1000000,Resale
4900.0,1,1.0,Unfurnished,"DDA Lig Flats, Narela",1000000,New_Property
2077.4327,1,1.0,Unfurnished,"DDA Flats Pocket 3, Narela",1000000,Resale
50.0,1,1.0,Semi-Furnished,"DDA Lig Flats, Narela",3500000,New_Property
990.0,3,2.0,Furnished,Narela,5000000,Resale
425.0,1,1.0,Unfurnished,Narela,2200000,Resale
750.0,2,2.0,Unfurnished,Malviya Nagar,13000000,New_Property
1400.0,3,3.0,Semi-Furnished,"Shivalik, Malviya Nagar",34000000,New_Property
3600.0,4,4.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",60000000,New_Property
3000.0,4,5.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",74500000,New_Property
2750.0,4,5.0,Unfurnished,"Geetanjali Enclave, Malviya Nagar",75000000,New_Property
2050.0,4,4.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",62500000,New_Property
3000.0,4,4.0,Unfurnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",67000000,New_Property
850.0,2,2.0,Unfurnished,Malviya Nagar,8500000,Resale
750.0,2,2.0,Unfurnished,Malviya Nagar,11500000,New_Property
2600.0,4,5.0,Semi-Furnished,"Geetanjali Enclave Project, Geetanjali Enclave, Malviya Nagar",52500000,New_Property
800.0,2,2.0,Semi-Furnished,Malviya Nagar,12000000,New_Property
550.0,2,2.0,Semi-Furnished,Malviya Nagar,10700000,Resale
700.0,2,2.0,Semi-Furnished,Malviya Nagar,9000000,Resale
2316.0,3,4.0,Furnished,"Geetanjali Enclave, Malviya Nagar",100000000,Resale
900.0,3,2.0,Semi-Furnished,"Khirki extension, Malviya Nagar",6200000,Resale
100.0,3,2.0,Semi-Furnished,Malviya Nagar,17000000,Resale
900.0,2,3.0,Semi-Furnished,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",12500000,Resale
1500.0,2,2.0,Semi-Furnished,Malviya Nagar,13000000,New_Property
650.0,3,2.0,Unfurnished,"Khirki extension, Malviya Nagar",4200000,Resale
2000.0,4,4.0,Semi-Furnished,Malviya Nagar,36000000,New_Property
500.0,1,1.0,Unfurnished,Malviya Nagar,2300000,Resale
1125.0,2,2.0,Unfurnished,Malviya Nagar,8100000,Resale
1300.0,3,3.0,Semi-Furnished,Malviya Nagar,10000000,Resale
2500.0,4,5.0,Unfurnished,"Geetanjali Enclave, Malviya Nagar",62500000,New_Property
2200.0,4,5.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",65000000,New_Property
1290.0,3,2.0,Semi-Furnished,Malviya Nagar,20000000,Resale
2250.0,4,4.0,Semi-Furnished,"Geetanjali Enclave, Malviya Nagar",57500000,New_Property
1350.0,3,3.0,Semi-Furnished,"Shivalik, Malviya Nagar",30000000,New_Property
1400.0,3,3.0,Semi-Furnished,"Shivalik, Malviya Nagar",30000000,New_Property
1700.0,3,3.0,Unfurnished,"Shivalik, Malviya Nagar",30000000,New_Property
450.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",3300000,Resale
750.0,2,1.0,Unfurnished,"Guru Teg Bahadur Enclave, Dilshad Garden",7350000,Resale
1500.0,4,1.0,Unfurnished,"Dilshad Garden carpet area 1500 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished bathroom 1 balcony 2 Mig dda flat located at a very prime location near to market, school, hospital, metro station etc. Contact Owner View Phone No. Share Feedback Owner R",12500000,Resale
400.0,1,1.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",3500000,Resale
650.0,2,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",6500000,Resale
900.0,2,2.0,Furnished,"Dilshad Colony, Dilshad Garden",6900000,Resale
400.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",3600000,Resale
900.0,3,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",13500000,Resale
1000.0,3,2.0,Furnished,"DDA Flats Block A, Dilshad Garden",9200000,Resale
405.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2500000,Resale
1700.0,3,2.0,Furnished,"DDA Flats Block A, Dilshad Garden",17000000,Resale
800.0,3,2.0,Semi-Furnished,Dilshad Garden,9030000,Resale
1076.39,3,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",9300000,Resale
750.0,2,1.0,Semi-Furnished,"DDA Pocket JK, Dilshad Garden",6500000,New_Property
460.0,2,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",3300000,Resale
370.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",2400000,Resale
1800.0,3,3.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",15000000,New_Property
1080.0,3,1.0,Unfurnished,Dilshad Garden,7000000,New_Property
350.0,1,1.0,Unfurnished,"DDA Pocket E, Dilshad Garden",4200000,Resale
500.0,2,1.0,Furnished,Dilshad Garden,5800000,Resale
900.0,3,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",4800000,Resale
800.0,2,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",7500000,Resale
350.0,1,1.0,Unfurnished,"DDA Flats Pocket O, Dilshad Garden",3000000,Resale
430.556,1,1.0,Unfurnished,Dilshad Garden,4300000,Resale
500.0,1,1.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",2600000,Resale
1450.0,2,2.0,Unfurnished,Dilshad Garden,7000000,Resale
800.0,2,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",6000000,Resale
1000.0,2,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",6700000,Resale
1000.0,3,3.0,Furnished,"DDA Pocket I, Dilshad Garden",9500000,Resale
1600.0,3,2.0,Semi-Furnished,"DDA Flats Block A, Dilshad Garden",17000000,Resale
900.0,2,2.0,Semi-Furnished,Vasundhara Enclave,8000000,Resale
1500.0,3,3.0,Semi-Furnished,Vasundhara Enclave,12000000,Resale
1050.0,2,2.0,Semi-Furnished,Vasundhara Enclave,9000000,Resale
1300.0,3,2.0,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",11500000,Resale
1600.0,4,3.0,Furnished,"Mangal Apartment, Vasundhara Enclave carpet area 1600 sqft status Ready to Move floor 4 out of 7 floors transaction Resale furnishing Furnished facing South - East overlooking Garden/Park, Main Road society Mangal Apartment car parking 1 Open bathroom 3 balcony 1 ownership Freehold Fully furnished , complete marble flooring, ready to move in. Contact Owner View Phone No. Share Feedback Owner Shailendra",20000000,Resale
900.0,2,2.0,Semi-Furnished,"Prayag Apartments, Vasundhara Enclave carpet area 900 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Garden/Park, Main Road society Prayag Apartments car parking 1 Open bathroom 2 balcony 2 ownership Freehold This is 2 BHK apartment , with 2 Bathroom and one parking.This is East facing Flat.Near Metro Station is Ashok Nagar read more Contact Owner View Phone No. Share Feedback Owner Sameer Kumar",8550000,Resale
1350.0,4,4.0,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",10500000,Resale
1000.0,3,2.0,Furnished,"Fancy Apartments, Vasundhara Enclave",12000000,Resale
1400.0,3,2.0,Unfurnished,"Shantidoot Apartment, Vasundhara Enclave",11000000,Resale
975.0,3,2.0,Semi-Furnished,Vasundhara Enclave,12000000,Resale
900.0,2,2.0,Unfurnished,"Mangal Apartment, Vasundhara Enclave",9000000,Resale
1100.0,2,2.0,Semi-Furnished,Vasundhara Enclave,10000000,Resale
950.0,2,2.0,Unfurnished,Vasundhara Enclave,8100000,Resale
1300.0,3,3.0,Furnished,Vasundhara Enclave,9200000,Resale
1459.0,3,3.0,Semi-Furnished,Vasundhara Enclave,14200000,Resale
1000.0,2,2.0,Semi-Furnished,"Satyam Apartment, Vasundhara Enclave",7500000,Resale
1100.0,2,2.0,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",9500000,Resale
1450.0,3,2.0,Furnished,"Satyam Apartment, Vasundhara Enclave",14000000,Resale
1450.0,3,3.0,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",11600000,Resale
1150.0,3,3.0,Semi-Furnished,Vasundhara Enclave,12000000,Resale
780.0,2,2.0,Semi-Furnished,Vasundhara Enclave,7500000,Resale
1300.0,3,2.0,Semi-Furnished,"Anekant Apartment, Vasundhara Enclave",9800000,Resale
1350.0,3,3.0,Semi-Furnished,"New Delhi Apartment, Vasundhara Enclave",12000000,Resale
1200.0,3,2.0,Semi-Furnished,"Mahesh Apartment, Vasundhara Enclave",12500000,Resale
1460.0,3,3.0,Semi-Furnished,"Pawittra Apartment, Vasundhara Enclave",16500000,Resale
1460.0,3,3.0,Unfurnished,Vasundhara Enclave,12000000,Resale
1100.0,2,2.0,Unfurnished,Vasundhara Enclave,7200000,Resale
1500.0,3,3.0,Furnished,"Capital Apartment, Vasundhara Enclave",15000000,Resale
1050.0,2,2.0,Semi-Furnished,"Hindon Apartment, Vasundhara Enclave",10000000,Resale
1350.0,3,3.0,Semi-Furnished,"Gobind Apartment, Vasundhara Enclave",11000000,Resale
1500.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24700000,New_Property
976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24900000,New_Property
540.0,2,1.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",3600000,New_Property
450.0,1,1.0,Semi-Furnished,"Batla House, Okhla",1700000,New_Property
900.0,2,2.0,Unfurnished,"Sukhdev Vihar, Okhla",11000000,Resale
2500.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",75000000,Resale
979.5149,2,2.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",24800000,New_Property
945.0,2,2.0,Semi-Furnished,"Godrej South Estate, Okhla Phase 1",24900000,New_Property
976.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",24900000,New_Property
1531.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla",25900000,New_Property
1000.0,2,2.0,Unfurnished,"Sukhdev Vihar, Okhla",11700000,Resale
750.0,3,2.0,Furnished,"Sukhdev Vihar, Okhla",13500000,Resale
900.0,3,2.0,Furnished,"Abul Fazal Enclave Part-II, Okhla",5500000,Resale
1512.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla",30000000,New_Property
35.0,3,2.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",4950000,Resale
1500.0,3,2.0,Semi-Furnished,"Sukhdev Vihar, Okhla",16000000,Resale
2907.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",30000000,Resale
2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",41000000,Resale
750.0,2,2.0,Semi-Furnished,"Abul Fazal Enclave Part-II, Okhla",3800000,Resale
2518.7526,4,5.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",68900000,New_Property
588.0,2,2.0,Unfurnished,"Jamia Nagar, Okhla",1800000,New_Property
540.0,2,1.0,Unfurnished,"Zakir Nagar, New Friends Colony",1500000,Resale
1100.0,3,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",12500000,Resale
550.0,2,1.0,Semi-Furnished,"Batla House, Okhla",1600000,Resale
750.0,3,2.0,Semi-Furnished,"Batla House Project, Batla House, Okhla",2400000,Resale
1260.0,3,2.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",7000000,Resale
675.0,2,2.0,Unfurnished,"Abul Fazal Enclave Part-II, Okhla",3100000,Resale
810.0,2,2.0,Semi-Furnished,"Sukhdev Vihar, Okhla",14500000,Resale
3150.0,4,5.0,Semi-Furnished,"Sukhdev Vihar, Okhla",61500000,New_Property
2000.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",27500000,Resale
1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",25500000,New_Property
1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",25000000,Resale
1252.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",18500000,New_Property
2000.0,4,4.0,Semi-Furnished,"The Amaryllis, Karol Bagh",39700000,New_Property
530.0,4,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",6800000,Resale
1332.0,3,2.0,Semi-Furnished,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",6540000,Resale
1017.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",22000000,New_Property
1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",25500000,New_Property
987.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",17000000,New_Property
1912.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",27500000,New_Property
5236.0,5,7.0,Unfurnished,"The Amaryllis, Karol Bagh",73700000,New_Property
2805.0,4,4.0,Unfurnished,"The Amaryllis, Karol Bagh",52300000,Resale
1500.0,3,3.0,Unfurnished,"DDA Mig Flat, Prasad Nagar, Karol Bagh",16000000,Resale
1280.0,3,3.0,Furnished,Karol Bagh,15000000,Resale
1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",25500000,New_Property
675.0,2,2.0,Semi-Furnished,Karol Bagh,10000000,Resale
576.0,2,2.0,Unfurnished,"Prasad Nagar, Karol Bagh",5000000,Resale
1206.0,3,3.0,Semi-Furnished,Karol Bagh,20000000,Resale
1143.0,2,2.0,Unfurnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",16000000,Resale
345.0,1,1.0,Semi-Furnished,Karol Bagh,5500000,Resale
720.0,2,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",7000000,Resale
468.0,2,2.0,Unfurnished,Karol Bagh,4100000,Resale
1600.0,3,3.0,Semi-Furnished,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",24000000,New_Property
950.0,2,2.0,Furnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",12500000,Resale
535.0,2,1.0,Furnished,"Dev Nagar, Karol Bagh",3900000,New_Property
1200.0,3,2.0,Semi-Furnished,Karol Bagh,14500000,Resale
1501.0,3,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",20000000,Resale
1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",24500000,Resale
1200.0,3,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",20900000,Resale
2200.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",43100000,New_Property
1240.0,3,3.0,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",18000000,Resale
3002.0,4,5.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",50000000,Resale
1350.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",18500000,Resale
2300.0,4,5.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",46500000,New_Property
1429.0,3,3.0,Unfurnished,"New Moti Nagar, Kirti Nagar",17500000,Resale
2430.0,4,5.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",42500000,Resale
1450.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15500000,New_Property
1250.0,2,2.0,Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",15000000,Resale
2800.0,4,4.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",40000000,Resale
1646.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",20000000,Resale
900.0,2,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",6700000,Resale
1250.0,3,2.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",16000000,Resale
900.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",8000000,Resale
